id,created_at,updated_at,TR_TARGET_ID,DRUG_ID,INTEGRITY_PATENT_ID,TARGET_NAME,DRUG_NAME,PRODUCT_CATEGORY,MOLECULAR_MECHANISM,CELLULAR_MECHANISM,UNDER_ACTIVE_DEVELOPMENT,HIGHEST_PHASE,INACTIVE_CONDITIONS,ORIGINATOR_ORGANIZATION,INACTIVE_ORGANIZATION,ACTIVE_CONDITIONS,SMILES,SEQUENCE,CAS_NUMBER,CORTELLIS_ID,ACTIVE_ORGANIZATION
141,2016-04-05 22:59:31.141302,2016-04-05 22:59:31.141302,63831690820993,804307,,Estrogen receptor,804307,Null,Estrogen Receptor (ER) alpha Ligands,Signal Transduction Modulators,N,Biological Testing,Cancer,"University of Novi Sad
University of Debrecen
Oncology Institute of Vojvodina (OIV)","University of Novi Sad
University of Debrecen
Oncology Institute of Vojvodina (OIV)",,C[C@@H]1[C@]2(CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]2Cc5n1nnn5)OCc6ccccc6)C,,,Null,
142,2016-04-05 22:59:31.145145,2016-04-05 22:59:31.145145,63831690820993,798559,,Estrogen receptor,798559,Null,Estrogen Receptor (ER) alpha Ligands,Signal Transduction Modulators,N,Biological Testing,"Cancer
Osteoporosis","Leopold-Franzens Universitaet Innsbruck
Freie Universitaet Berlin (FU Berlin)","Leopold-Franzens Universitaet Innsbruck
Freie Universitaet Berlin (FU Berlin)",,CCCn1c(cc(c1c2ccc(cc2F)O)c3ccc(cc3F)O)c4ccc(cc4F)O,,,Null,
143,2016-04-05 22:59:31.149399,2016-04-05 22:59:31.149399,63831690820993,798558,,Estrogen receptor,798558,Null,Estrogen Receptor (ER) alpha Agonists,Signal Transduction Modulators,N,Biological Testing,"Cancer
Osteoporosis","Leopold-Franzens Universitaet Innsbruck
Freie Universitaet Berlin (FU Berlin)","Leopold-Franzens Universitaet Innsbruck
Freie Universitaet Berlin (FU Berlin)",,CCCn1c(cc(c1c2ccc(cc2F)O)c3ccc(cc3)O)c4ccc(cc4F)O,,,Null,
144,2016-04-05 22:59:31.153805,2016-04-05 22:59:31.153805,63831690820993,798555,,Estrogen receptor,798555,Null,Estrogen Receptor (ER) alpha Ligands,Signal Transduction Modulators,N,Biological Testing,"Cancer
Osteoporosis","Leopold-Franzens Universitaet Innsbruck
Freie Universitaet Berlin (FU Berlin)","Leopold-Franzens Universitaet Innsbruck
Freie Universitaet Berlin (FU Berlin)",,CCCn1c(cc(c1c2ccc(cc2F)O)c3ccc(cc3)O)c4ccc(cc4)O,,,Null,
145,2016-04-05 22:59:31.157933,2016-04-05 22:59:31.157933,63831690820993,795124,,Estrogen receptor,795124,Null,Estrogen Receptor (ER) alpha Ligands,Signal Transduction Modulators,N,Biological Testing,"Cancer
Osteoporosis","Northeastern University, Boston
Yale University","Northeastern University, Boston
Yale University",,c1cc(ccc1/C=C/c2c(noc2c3ccc(cc3)O)c4ccc(cc4)O)O,,,Null,
146,2016-04-05 22:59:31.162212,2016-04-05 22:59:31.162212,63831690820993,794697,,Estrogen receptor,794697,Steroids,Estrogen Receptor (ER) alpha Ligands,Signal Transduction Modulators,N,Biological Testing,Diagnostics,"Kyushu University
Helmholtz-Zentrum Dresden-Rossendorf
United Arab Emirates University
Universidade Tecnica de Lisboa (UTL)","Kyushu University
Helmholtz-Zentrum Dresden-Rossendorf
United Arab Emirates University
Universidade Tecnica de Lisboa (UTL)",,C[C@]12CC[C@@H]3c4ccc(cc4C[C@H]([C@H]3[C@@H]1CC[C@]2(C#C)O)OC)O,,,Null,
147,2016-04-05 22:59:31.166118,2016-04-05 22:59:31.166118,63831690820993,793499,,Estrogen receptor,EST-32,Null,Estrogen Receptor (ER) alpha Ligands,Signal Transduction Modulators,N,Biological Testing,"Cancer
Osteoporosis",Sookmyung Women's University,Sookmyung Women's University,,CCCOCCC[C@H]1[C@@H]2CCc3cc(ccc3[C@H]2CC[C@]1(C)O)O,,,Null,
148,2016-04-05 22:59:31.170498,2016-04-05 22:59:31.170498,63831690820993,793498,,Estrogen receptor,EST-33,Null,"Estrogen Receptor (ER) beta Ligands
Estrogen Receptor (ER) alpha Ligands",Signal Transduction Modulators,N,Biological Testing,"Cancer
Osteoporosis",Sookmyung Women's University,Sookmyung Women's University,,C[C@@]1(CC[C@@H]2c3ccc(cc3CC[C@H]2[C@@H]1CCCOc4ccccc4)O)O,,,Null,
149,2016-04-05 22:59:31.175500,2016-04-05 22:59:31.175500,63831690820993,783592,,Estrogen receptor,783592,Isoflavones,"Estrogen Receptor (ER) beta Agonists
Estrogen Receptor (ER) alpha Agonists",Signal Transduction Modulators,N,Biological Testing,Cancer,,"East China University Science Technol
Chinese Academy of Sciences",,c1ccc(c(c1)c2c(=O)c3ccc(cc3oc2C(F)(F)F)O)Cl,,,Null,
150,2016-04-05 22:59:31.179566,2016-04-05 22:59:31.179566,63831690820993,783591,,Estrogen receptor,783591,Isoflavones,"Estrogen Receptor (ER) beta Agonists
Estrogen Receptor (ER) alpha Agonists",Signal Transduction Modulators,N,Biological Testing,Cancer,,"East China University Science Technol
Chinese Academy of Sciences",,Cc1ccccc1c2c(=O)c3ccc(cc3oc2C(F)(F)F)O,,,Null,
151,2016-04-05 22:59:31.183656,2016-04-05 22:59:31.183656,63831690820993,783590,,Estrogen receptor,783590,Null,"Estrogen Receptor (ER) beta Agonists
Estrogen Receptor (ER) alpha Agonists",Signal Transduction Modulators,N,Biological Testing,Cancer,,"East China University Science Technol
Chinese Academy of Sciences",,COc1cccc2c1c(=O)c3ccc(cc3o2)O,,,Null,
152,2016-04-05 22:59:31.187875,2016-04-05 22:59:31.187875,63831690820993,783272,343115,Estrogen receptor,GS-9,Flavonols,Estrogen Receptor (ER) alpha Ligands,Signal Transduction Modulators,N,Biological Testing,"Cancer
Dementia, senile
Asthma
Cardiovascular Disorders
Osteoporosis",Beijing Shengnuoji Medicine Technology,Beijing Shengnuoji Medicine Technology,,CC(=CCc1cc(cc(c1O)O)c2c(c(=O)c3c(cc(cc3o2)O)O)OC)C,,,Null,
153,2016-04-05 22:59:31.192417,2016-04-05 22:59:31.192417,63831690820993,783271,343115,Estrogen receptor,GS-8,Flavonols,Estrogen Receptor (ER) alpha Ligands,Signal Transduction Modulators,N,Biological Testing,"Cancer
Dementia, senile
Asthma
Cardiovascular Disorders
Osteoporosis",Beijing Shengnuoji Medicine Technology,Beijing Shengnuoji Medicine Technology,,CC(=CCc1cc(cc(c1O)O)c2c(c(=O)c3c(cc(cc3o2)O)O)O)C,,,Null,
154,2016-04-05 22:59:31.196354,2016-04-05 22:59:31.196354,63831690820993,783269,343115,Estrogen receptor,Broussoflavonol B,Flavonols,Estrogen Receptor (ER) alpha Ligands,Signal Transduction Modulators,N,Biological Testing,Cancer,Beijing Shengnuoji Medicine Technology,Beijing Shengnuoji Medicine Technology,,CC(=CCc1c(c(c2c(c1O)c(=O)c(c(o2)c3ccc(c(c3)O)O)OC)CC=C(C)C)O)C,,,Null,
155,2016-04-05 22:59:31.200289,2016-04-05 22:59:31.200289,63831690820993,781437,362667,Estrogen receptor,781437,Null,Estrogen Receptor (ER) alpha Antagonists,Signal Transduction Modulators,N,Biological Testing,"Cancer, breast",Merck & Co.,Merck & Co.,,CCCN1CC(C1)Oc2ccc(cc2)c3c(noc3c4ccc(cc4)O)c5c(cccc5Cl)C.C(=O)(C(F)(F)F)O,,,Null,
156,2016-04-05 22:59:31.204068,2016-04-05 22:59:31.204068,63831690820993,781435,362667,Estrogen receptor,781435,Null,Estrogen Receptor (ER) alpha Antagonists,Signal Transduction Modulators,N,Biological Testing,"Cancer, breast",Merck & Co.,Merck & Co.,,c1ccc(c(c1)c2c(c(on2)c3ccc(cc3)O)c4ccc(cc4)OC5CN(C5)CC6CCC6)Cl.Cl,,,Null,
157,2016-04-05 22:59:31.208648,2016-04-05 22:59:31.208648,63831690820993,781433,362667,Estrogen receptor,781433,Null,Estrogen Receptor (ER) alpha Antagonists,Signal Transduction Modulators,N,Biological Testing,"Cancer, breast",Merck & Co.,Merck & Co.,,c1ccc(c(c1)c2c(c(on2)c3ccc(cc3)O)c4ccc(cc4)OC5CN(C5)CC6CC6)Cl.Cl,,,Null,
158,2016-04-05 22:59:31.212420,2016-04-05 22:59:31.212420,63831690820993,781423,362667,Estrogen receptor,781423,Null,Estrogen Receptor (ER) alpha Antagonists,Signal Transduction Modulators,N,Biological Testing,"Cancer, breast",Merck & Co.,Merck & Co.,,CC(C)CN1CC(C1)Oc2ccc(cc2)c3c(noc3c4ccc(cc4)O)c5ccccc5Cl.Cl,,,Null,
159,2016-04-05 22:59:31.216837,2016-04-05 22:59:31.216837,63831690820993,781397,362667,Estrogen receptor,781397,Null,Estrogen Receptor (ER) alpha Antagonists,Signal Transduction Modulators,N,Biological Testing,"Cancer, breast",Merck & Co.,Merck & Co.,,CCCN1CC(C1)Oc2ccc(cc2)c3c(noc3c4ccc(cc4)O)c5ccccc5C.C(=O)(C(F)(F)F)O,,,Null,
160,2016-04-05 22:59:31.221321,2016-04-05 22:59:31.221321,63831690820993,781365,362667,Estrogen receptor,781365,Null,Estrogen Receptor (ER) alpha Antagonists,Signal Transduction Modulators,N,Biological Testing,"Cancer, breast",Merck & Co.,Merck & Co.,,CCCN1CC(C1)Oc2ccc(cc2)[C@@H]3c4ccc(cc4CC[C@@H]3c5ccccc5)O.Cl,,,Null,
161,2016-04-05 22:59:31.225710,2016-04-05 22:59:31.225710,63831690820993,781359,362667,Estrogen receptor,781359,Null,Estrogen Receptor (ER) alpha Antagonists,Signal Transduction Modulators,N,Biological Testing,"Cancer, breast",Merck & Co.,Merck & Co.,,CCCN1CC(C1)Oc2ccc(cc2)Oc3c4ccc(cc4sc3c5ccc(cc5)O)O.C(=O)(C(F)(F)F)O,,,Null,
162,2016-04-05 22:59:31.229675,2016-04-05 22:59:31.229675,63831690820993,781355,362667,Estrogen receptor,781355,Null,Estrogen Receptor (ER) alpha Antagonists,Signal Transduction Modulators,N,Biological Testing,"Cancer, breast",Merck & Co.,Merck & Co.,,CCCN1CC(C1)Oc2ccc(cc2)c3c(noc3c4ccc(cc4)O)c5ccccc5Cl,,,Null,
163,2016-04-05 22:59:31.233482,2016-04-05 22:59:31.233482,63831690820993,779243,,Estrogen receptor,779243,Null,"Estrogen Receptor (ER) beta Antagonists
Estrogen Receptor (ER) alpha Antagonists",Signal Transduction Modulators,N,Biological Testing,"Cancer
Postmenopausal syndrome",Rheinisch-Westfael Tech Hochsc Aachen,Rheinisch-Westfael Tech Hochsc Aachen,,CCCCC(=C(c1ccccc1)c2ccccc2)c3ccc(cc3)S(=N)(=O)C,,,Null,
164,2016-04-05 22:59:31.237526,2016-04-05 22:59:31.237526,63831690820993,779072,,Estrogen receptor,779072,Steroids,Estrogen Receptor (ER) alpha Antagonists,Signal Transduction Modulators,N,Biological Testing,Cancer,"Northeastern University, Boston
Yale University","Northeastern University, Boston
Yale University",,C[C@]12C[C@@H]([C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O)c5ccc(cc5)OCCOCCOCCN=[N+]=[N-],,,Null,
165,2016-04-05 22:59:31.241877,2016-04-05 22:59:31.241877,63831690820993,779069,,Estrogen receptor,779069,Steroids,Estrogen Receptor (ER) alpha Antagonists,Signal Transduction Modulators,N,Biological Testing,Cancer,"Northeastern University, Boston
Yale University","Northeastern University, Boston
Yale University",,C[C@]12C[C@@H]([C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O)c5ccc(cc5)OCCOCCOCCn6cc(nn6)CNC7=CC(=O)c8ccccc8C7=O,,,Null,
166,2016-04-05 22:59:31.245918,2016-04-05 22:59:31.245918,63831690820993,779063,,Estrogen receptor,779063,Steroids,Estrogen Receptor (ER) alpha Agonists,Signal Transduction Modulators,N,Biological Testing,Cancer,"Northeastern University, Boston
Yale University","Northeastern University, Boston
Yale University",,C[C@]12C[C@@H]([C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O)OC,,,Null,
167,2016-04-05 22:59:31.249856,2016-04-05 22:59:31.249856,63831690820993,778899,,Estrogen receptor,778899,Null,"Selective Estrogen Receptor Modulators (SERM)
Estrogen Receptor (ER) alpha Agonists",Signal Transduction Modulators,N,Biological Testing,"Cancer
Osteoporosis","Scripps Research Institute
Wuhan University
University of Illinois","Scripps Research Institute
Wuhan University
University of Illinois",,c1ccc2c(c1)cccc2OS(=O)(=O)C3CC4C(=C(C3O4)c5ccc(cc5)O)c6ccc(cc6)O,,,Null,
168,2016-04-05 22:59:31.254276,2016-04-05 22:59:31.254276,63831690820993,778898,,Estrogen receptor,778898,Null,"Selective Estrogen Receptor Modulators (SERM)
Estrogen Receptor (ER) alpha Agonists",Signal Transduction Modulators,N,Biological Testing,"Cancer
Osteoporosis","Scripps Research Institute
Wuhan University
University of Illinois","Scripps Research Institute
Wuhan University
University of Illinois",,c1ccc(c(c1)OS(=O)(=O)C2CC3C(=C(C2O3)c4ccc(cc4)O)c5ccc(cc5)O)F,,,Null,
169,2016-04-05 22:59:31.258664,2016-04-05 22:59:31.258664,63831690820993,778897,,Estrogen receptor,778897,Null,"Selective Estrogen Receptor Modulators (SERM)
Estrogen Receptor (ER) alpha Agonists",Signal Transduction Modulators,N,Biological Testing,"Cancer
Osteoporosis","Scripps Research Institute
Wuhan University
University of Illinois","Scripps Research Institute
Wuhan University
University of Illinois",,c1ccc(c(c1)OS(=O)(=O)C2CC3C(=C(C2O3)c4ccc(cc4)O)c5ccc(cc5)O)Br,,,Null,
170,2016-04-05 22:59:31.262489,2016-04-05 22:59:31.262489,63831690820993,777945,,Estrogen receptor,777945,Null,"Estrogen Receptor (ER) beta Ligands
Estrogen Receptor (ER) alpha Ligands",Signal Transduction Modulators,N,Biological Testing,"Cancer
Osteoporosis","University of Ottawa
University of Illinois","University of Ottawa
University of Illinois",,C[C@]12CC[C@@]3(CCCc4c3ccc(c4)O)C[C@H]1CC[C@@H]2O,,,Null,
171,2016-04-05 22:59:31.267376,2016-04-05 22:59:31.267376,63831690820993,777092,,Estrogen receptor,(E)-Norendoxifen,Null,"Estrogen Receptor (ER) beta Modulators
Estrogen Receptor (ER) alpha Modulators
Cytochrome P450 CYP1A2 Inhibitors
Aromatase Inhibitors",Signal Transduction Modulators,N,Biological Testing,Cancer,,"Purdue University
Indiana University",,CC/C(=C(/c1ccc(cc1)O)\c2ccc(cc2)OCCN)/c3ccccc3,,,Null,
172,2016-04-05 22:59:31.272575,2016-04-05 22:59:31.272575,63831690820993,775573,,Estrogen receptor,775573,Isoflavones,"Estrogen Receptor (ER) beta Ligands
Estrogen Receptor (ER) alpha Ligands",Signal Transduction Modulators,N,Biological Testing,Cancer,"NCSR Demokritos
University of Athens
National Hellenic Research Foundation","NCSR Demokritos
University of Athens
National Hellenic Research Foundation",,CCCCCCCCCCCNC(=O)Oc1cc(c2c(c1)occ(c2=O)c3ccc(cc3)OC)O,,,Null,
173,2016-04-05 22:59:31.276773,2016-04-05 22:59:31.276773,63831690820993,771737,355933,Estrogen receptor,771737,Null,Estrogen Receptor (ER) alpha Agonists,Signal Transduction Modulators,N,Biological Testing,"Incontinence, urinary
Atrophy, cutaneous
Contraception
Osteoporosis
Menopause",Merck & Co.,Merck & Co.,,Cc1ccccc1c2c(noc2c3ccc(cc3)O)c4c(cccc4Cl)OC,,,84449,
174,2016-04-05 22:59:31.280715,2016-04-05 22:59:31.280715,63831690820993,771733,355933,Estrogen receptor,771733,Null,Estrogen Receptor (ER) alpha Agonists,Signal Transduction Modulators,N,Biological Testing,"Incontinence, urinary
Atrophy, cutaneous
Contraception
Osteoporosis
Menopause",Merck & Co.,Merck & Co.,,Cc1c(cccc1F)c2c(noc2c3ccc(cc3)O)c4ccccc4Cl,,,84449,
175,2016-04-05 22:59:31.284719,2016-04-05 22:59:31.284719,63831690820993,771731,355933,Estrogen receptor,771731,Null,Estrogen Receptor (ER) alpha Agonists,Signal Transduction Modulators,N,Biological Testing,"Incontinence, urinary
Atrophy, cutaneous
Contraception
Osteoporosis
Menopause",Merck & Co.,Merck & Co.,,c1ccc(c(c1)c2c(c(on2)c3ccc(cc3)O)c4cccc(c4F)F)Cl,,,84449,
176,2016-04-05 22:59:31.289585,2016-04-05 22:59:31.289585,63831690820993,771729,355933,Estrogen receptor,771729,Null,Estrogen Receptor (ER) alpha Agonists,Signal Transduction Modulators,N,Biological Testing,"Incontinence, urinary
Atrophy, cutaneous
Contraception
Osteoporosis
Menopause",Merck & Co.,Merck & Co.,,c1ccc(c(c1)c2c(noc2c3ccc(cc3)O)c4c(cccc4Cl)F)Cl,,,84449,
177,2016-04-05 22:59:31.293942,2016-04-05 22:59:31.293942,63831690820993,771727,355933,Estrogen receptor,771727,Null,Estrogen Receptor (ER) alpha Agonists,Signal Transduction Modulators,N,Biological Testing,"Incontinence, urinary
Atrophy, cutaneous
Contraception
Osteoporosis
Menopause",Merck & Co.,Merck & Co.,,Cc1ccccc1c2c(noc2c3ccc(cc3)O)c4c(cccc4Cl)F,,,84449,
178,2016-04-05 22:59:31.297810,2016-04-05 22:59:31.297810,63831690820993,771725,355933,Estrogen receptor,771725,Null,Estrogen Receptor (ER) alpha Agonists,Signal Transduction Modulators,N,Biological Testing,"Incontinence, urinary
Atrophy, cutaneous
Contraception
Osteoporosis
Menopause",Merck & Co.,Merck & Co.,,c1ccc(cc1)c2c(noc2c3ccc(cc3)O)c4c(cccc4Cl)Cl,,,84449,
179,2016-04-05 22:59:31.302267,2016-04-05 22:59:31.302267,63831690820993,770769,,Estrogen receptor,770769,"Platinum Complexes
Sterols",Estrogen Receptor (ER) alpha Ligands,Signal Transduction Modulators,N,Biological Testing,Cancer,"Universite du Quebec, Trois-Rivieres","Universite du Quebec, Trois-Rivieres",,C[C@]12CCC3c4ccc(cc4CCC3C1C[C@]([C@@H]2O)(CCCCCCCCCCNCCc5ccccn5)CO)O.C1(=O)C(=O)O[Pt]O1,,,Null,
180,2016-04-05 22:59:31.306762,2016-04-05 22:59:31.306762,63831690820993,770767,,Estrogen receptor,770767,"

Platinum Complexes
Sterols",Estrogen Receptor (ER) alpha Ligands,Signal Transduction Modulators,N,Biological Testing,Cancer,"Universite du Quebec, Trois-Rivieres","Universite du Quebec, Trois-Rivieres",,C[C@]12CCC3c4ccc(cc4CCC3C1C[C@@H]([C@@H]2O)CCCCCCCCCCCNCCc5ccccn5)O.C1(=O)C(=O)O[Pt]O1,,,"61792
",
181,2016-04-05 22:59:31.310860,2016-04-05 22:59:31.310860,63831690820993,770406,,Estrogen receptor,770406,Steroids,"Estrogen Receptor (ER) beta Ligands
Estrogen Receptor (ER) alpha Ligands",Signal Transduction Modulators,N,Biological Testing,Cancer,"Northeastern University, Boston","Northeastern University, Boston",,C[C@]12C[C@@H]([C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O)c5ccc(cc5)OCCn6cc(nn6)CNC7CC(N(C(C7)(C)C)[O])(C)C,,,Null,
182,2016-04-05 22:59:31.314873,2016-04-05 22:59:31.314873,63831690820993,769843,,Estrogen receptor,769843,Null,"Estrogen Receptor (ER) beta Ligands
Estrogen Receptor (ER) alpha Ligands",Signal Transduction Modulators,N,Biological Testing,"Cancer
Disorders of the ovary and female reproductive tract
Osteoporosis","Scripps Research Institute
Wuhan University
University of Illinois","Scripps Research Institute
Wuhan University
University of Illinois",,Cc1cc(ccc1O)C2=C(C3C4C(C2S3=O)C(=O)N(C4=O)c5ccccc5)c6ccc(c(c6)C)O,,,Null,
183,2016-04-05 22:59:31.318830,2016-04-05 22:59:31.318830,63831690820993,769839,,Estrogen receptor,769839,Null,"Estrogen Receptor (ER) beta Ligands
Estrogen Receptor (ER) alpha Ligands",Signal Transduction Modulators,N,Biological Testing,"Cancer
Disorders of the ovary and female reproductive tract
Osteoporosis","Scripps Research Institute
Wuhan University
University of Illinois","Scripps Research Institute
Wuhan University
University of Illinois",,c1ccc(cc1)C2=C(C3C(CC2S3=O)S(=O)(=O)Oc4ccc(cc4)O)c5ccccc5,,,Null,
184,2016-04-05 22:59:31.323110,2016-04-05 22:59:31.323110,63831690820993,769837,,Estrogen receptor,769837,Null,"Estrogen Receptor (ER) beta Ligands
Estrogen Receptor (ER) alpha Ligands",Signal Transduction Modulators,N,Biological Testing,"Cancer
Disorders of the ovary and female reproductive tract
Osteoporosis","Scripps Research Institute
Wuhan University
University of Illinois","Scripps Research Institute
Wuhan University
University of Illinois",,Cc1ccc(cc1)C2=C(C3C(CC2S3=O)S(=O)(=O)Oc4ccc(cc4)O)c5ccc(cc5)C,,,Null,
185,2016-04-05 22:59:31.327166,2016-04-05 22:59:31.327166,63831690820993,768106,351746,Estrogen receptor,768106,Null,Estrogen Receptor (ER) alpha Ligands,Signal Transduction Modulators,N,Biological Testing,"Cancer, prostate
Cancer, uterus
Cancer, breast
Cancer, ovary",Genentech,"Johnson & Johnson
Genentech",,CC/C(=C(/c1ccc(cc1)/C=C/S(=O)(=O)N)\c2ccc3c(c2)cn[nH]3)/c4ccccc4,,,Null,
186,2016-04-05 22:59:31.331422,2016-04-05 22:59:31.331422,63831690820993,768104,351746,Estrogen receptor,768104,Null,Estrogen Receptor (ER) alpha Ligands,Signal Transduction Modulators,N,Biological Testing,"Cancer, prostate
Cancer, uterus
Cancer, breast
Cancer, ovary",Genentech,"Johnson & Johnson
Genentech",,CC/C(=C(/c1ccc(cc1)/C=C/C(=O)O)\c2ccc3c(c2)cnn3C)/c4ccc(cc4Cl)F,,,Null,
187,2016-04-05 22:59:31.335427,2016-04-05 22:59:31.335427,63831690820993,768102,351746,Estrogen receptor,768102,Null,Estrogen Receptor (ER) alpha Ligands,Signal Transduction Modulators,N,Biological Testing,"Cancer, prostate
Cancer, uterus
Cancer, breast
Cancer, ovary",Genentech,"Johnson & Johnson
Genentech",,CC/C(=C(/c1ccc(cc1)/C=C/C(=O)O)\c2ccc3c(c2)cn[nH]3)/c4ccc(cc4)S(=O)C(F)(F)F,,,Null,
188,2016-04-05 22:59:31.339914,2016-04-05 22:59:31.339914,63831690820993,768097,351746,Estrogen receptor,768097,Null,Estrogen Receptor (ER) alpha Ligands,Signal Transduction Modulators,N,Biological Testing,"Cancer, prostate
Cancer, uterus
Cancer, breast
Cancer, ovary",Genentech,"Johnson & Johnson
Genentech",,CC/C(=C(/c1ccc(cc1)/C=C/C(=O)O)\c2ccc3c(c2)cn[nH]3)/c4ccc5c(c4)OCCO5,,,Null,
189,2016-04-05 22:59:31.343774,2016-04-05 22:59:31.343774,63831690820993,768095,351746,Estrogen receptor,768095,Null,Estrogen Receptor (ER) alpha Ligands,Signal Transduction Modulators,N,Biological Testing,"Cancer, prostate
Cancer, uterus
Cancer, breast
Cancer, ovary",Genentech,"Johnson & Johnson
Genentech",,CC/C(=C(/c1ccc(cc1)/C=C/C(=O)O)\c2ccc3c(c2)cn[nH]3)/c4ccc(cc4C(F)(F)F)F,,,Null,
190,2016-04-05 22:59:31.348177,2016-04-05 22:59:31.348177,63831690820993,768092,351746,Estrogen receptor,768092,Null,Estrogen Receptor (ER) alpha Ligands,Signal Transduction Modulators,N,Biological Testing,"Cancer, prostate
Cancer, uterus
Cancer, breast
Cancer, ovary",Genentech,"Johnson & Johnson
Genentech",,CC/C(=C(/c1ccc(cc1)/C=C/C(=O)O)\c2ccc3c(n2)cn[nH]3)/c4ccccc4,,,Null,
191,2016-04-05 22:59:31.352064,2016-04-05 22:59:31.352064,63831690820993,768091,351746,Estrogen receptor,768091,Null,Estrogen Receptor (ER) alpha Ligands,Signal Transduction Modulators,N,Biological Testing,"Cancer, prostate
Cancer, uterus
Cancer, breast
Cancer, ovary",Genentech,"Johnson & Johnson
Genentech",,CC/C(=C(/c1ccc(cc1)/C=C/C(=O)O)\c2cc3cn[nH]c3c(c2)F)/c4ccc(cc4Cl)F,,,Null,
192,2016-04-05 22:59:31.356651,2016-04-05 22:59:31.356651,63831690820993,768090,351746,Estrogen receptor,768090,Null,"Selective Estrogen Receptor Destabilizers (SERD)
Estrogen Receptor (ER) alpha Ligands",Signal Transduction Modulators,N,Biological Testing,Cancer,Genentech,Genentech,,CC/C(=C(/c1ccc(cc1)/C=C/C(=O)O)\c2ccc3c(c2)cn[nH]3)/c4ccccc4,,,Null,
193,2016-04-05 22:59:31.361241,2016-04-05 22:59:31.361241,63831690820993,767783,,Estrogen receptor,767783,Null,"Estrogen Receptor (ER) beta Ligands
Estrogen Receptor (ER) alpha Ligands",Signal Transduction Modulators,N,Biological Testing,"Cancer
Disorders of the ovary and female reproductive tract
Osteoporosis","Zhejiang Academy of Medical Sciences
Zhejiang University","Zhejiang Academy of Medical Sciences
Zhejiang University",,c1ccc2c(c1)cc(o2)c3ccc(cc3)O,,,Null,
194,2016-04-05 22:59:31.365442,2016-04-05 22:59:31.365442,63831690820993,767779,413946,Estrogen receptor,767779,Null,"Estrogen Receptor (ER) beta Ligands
Estrogen Receptor (ER) alpha Ligands",Signal Transduction Modulators,N,Biological Testing,"Cancer
Disorders of the ovary and female reproductive tract
Osteoporosis","Zhejiang Academy of Medical Sciences
Zhejiang University","Zhejiang Academy of Medical Sciences
Zhejiang University",,c1ccc(c(c1)/C=C(\CO)/c2ccc(cc2)O)O,,,Null,
195,2016-04-05 22:59:31.370053,2016-04-05 22:59:31.370053,63831690820993,757963,340131,Estrogen receptor,757963,Null,Estrogen Receptor (ER) alpha Ligands,Signal Transduction Modulators,N,Biological Testing,Cancer,Johnson & Johnson,Johnson & Johnson,,C[C@@H]1CCN(C1)[C@@H](C)COc2ccc(cc2)C3c4ccc(cc4CC3c5ccccc5)O,,,Null,
196,2016-04-05 22:59:31.374765,2016-04-05 22:59:31.374765,63831690820993,757962,340131,Estrogen receptor,757962,Null,Estrogen Receptor (ER) alpha Ligands,Signal Transduction Modulators,N,Biological Testing,Cancer,Johnson & Johnson,Johnson & Johnson,,C[C@@H]1CCN(C1)[C@@H](C)COc2ccc(cc2)C3c4ccc(cc4CC3c5cccc(c5)O)O,,,Null,
197,2016-04-05 22:59:31.379505,2016-04-05 22:59:31.379505,63831690820993,757961,340131,Estrogen receptor,757961,Null,Estrogen Receptor (ER) alpha Ligands,Signal Transduction Modulators,N,Biological Testing,Cancer,Johnson & Johnson,Johnson & Johnson,,c1cc(ccc1C2Cc3cc(ccc3C2c4ccc(cc4)OCCN5CCCC5)O)O,,,Null,
198,2016-04-05 22:59:31.383638,2016-04-05 22:59:31.383638,63831690820993,757960,340131,Estrogen receptor,757960,Null,Estrogen Receptor (ER) alpha Ligands,Signal Transduction Modulators,N,Biological Testing,Cancer,Johnson & Johnson,Johnson & Johnson,,C[C@@H]1CCN(C1)[C@@H](C)COc2ccc(cc2)C3c4ccc(cc4CC3c5ccc(cc5)O)O,,,Null,
199,2016-04-05 22:59:31.388847,2016-04-05 22:59:31.388847,63831690820993,757690,164635,Estrogen receptor,757690,Null,Estrogen Receptor (ER) alpha Ligands,Signal Transduction Modulators,N,Biological Testing,Cancer,Freie Universitaet Berlin (FU Berlin),Freie Universitaet Berlin (FU Berlin),,CCCc1c(c(n(c1c2ccc(cc2)O)CCC)c3ccc(cc3)O)c4ccc(cc4)O,,,Null,
200,2016-04-05 22:59:31.395307,2016-04-05 22:59:31.395307,63831690820993,757689,164635,Estrogen receptor,757689,Null,Estrogen Receptor (ER) alpha Ligands,Signal Transduction Modulators,N,Biological Testing,Cancer,Freie Universitaet Berlin (FU Berlin),Freie Universitaet Berlin (FU Berlin),,CC(C)Cn1c(cc(c1c2ccc(cc2)O)c3ccc(cc3)O)c4ccc(cc4)O,,,Null,
